row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,15_N_GA7_1_23828.mzML Peak area,44_N_BD7_1_23810.mzML Peak area,42_N_BB1_1_23779.mzML Peak area,54_N_BD8_1_23811.mzML Peak area,45_N_BC2_1_23788.mzML Peak area,48_N_BC6_1_23800.mzML Peak area,QC2_N_BB7_1_23799.mzML Peak area,47_N_BE7_1_23819.mzML Peak area,36_N_BE6_1_23818.mzML Peak area,17_N_GB4_1_23833.mzML Peak area,QC5_N_BB7_1_23820.mzML Peak area,6_N_GA5_1_23826.mzML Peak area,25_N_GB1_1_23830.mzML Peak area,50_N_GB8_1_23838.mzML Peak area,48_N_BC6_1_23793.mzML Peak area,49_N_BE4_1_23816.mzML Peak area,14_N_BB8_1_23786.mzML Peak area,52_N_BC5_1_23791.mzML Peak area,33_N_GB6_1_23836.mzML Peak area,31_N_BC1_1_23794.mzML Peak area,19_N_BE2_1_23814.mzML Peak area,26_N_BE1_1_23812.mzML Peak area,46_N_BC4_1_23797.mzML Peak area,41_N_GB7_1_23837.mzML Peak area,35_N_BC7_1_23801.mzML Peak area,13_N_BD5_1_23808.mzML Peak area,37_N_BB6_1_23784.mzML Peak area,39_N_GA8_1_23829.mzML Peak area,43_N_BD6_1_23809.mzML Peak area,32_N_BD1_1_23803.mzML Peak area,51_N_GB5_1_23835.mzML Peak area,52_N_BC5_1_23798.mzML Peak area,QC3_N_BB7_1_23806.mzML Peak area,2_N_BB3_1_23781.mzML Peak area,29_N_BD3_1_23805.mzML Peak area,30_N_GB3_1_23832.mzML Peak area,9_N_GA3_1_23824.mzML Peak area,23_N_BB2_1_23780.mzML Peak area,31_N_BC1_1_23787.mzML Peak area,QC4_N_BB7_1_23813.mzML Peak area,18_N_BC8_1_23802.mzML Peak area,8_N_BB5_1_23783.mzML Peak area,24_N_GB2_1_23831.mzML Peak area,45_N_BC2_1_23795.mzML Peak area,11_N_BE8_1_23821.mzML Peak area,12_N_BD4_1_23807.mzML Peak area,QC8_N_BB7_1_23839.mzML Peak area,46_N_BC4_1_23790.mzML Peak area,QC1_N_BB7_1_23785.mzML Peak area,38_N_GA4_1_23825.mzML Peak area,27_N_BB4_1_23782.mzML Peak area,7_N_BE5_1_23817.mzML Peak area,20_N_GA1_1_23822.mzML Peak area,21_N_BE3_1_23815.mzML Peak area,3_N_BD2_1_23804.mzML Peak area,1_N_BC3_1_23796.mzML Peak area,QC7_N_BB7_1_23834.mzML Peak area,5_N_GA2_1_23823.mzML Peak area,QC6_N_BB7_1_23827.mzML Peak area,
644,219.07761558331526,2.1698952,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,624.9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.6001,0,0,0,0,616.0547,0,0,1155.2175,0,0,0,0,445.09195,0,1413.256,0,0,2010.0621,0,0,0,0,
645,219.845274613849,1.7348846,,,,,,,,,,,0,759.841,0,0,1195.1266,1012.77637,0,779.47064,0,0,0,0,0,0,0,892.61127,0,0,0,0,0,569.915,0,0,850.22266,0,847.6729,0,0,934.5511,0,0,0,508.234,0,0,0,1967.2701,0,0,0,0,0,1074.3412,0,0,0,0,0,0,1018.14636,0,2007.669,0,0,0,0,0,0,
646,219.84573573135947,1.2770722,,,,,,,,,,,0,0,0,8321.08,5211.6465,0,0,6383.6104,0,0,0,0,0,6490.179,0,5542.842,0,7181.351,0,0,0,0,0,0,0,0,0,0,0,0,5803.62,7050.4287,0,0,0,0,0,0,0,0,0,0,0,0,0,4029.1943,0,0,0,0,0,0,0,0,0,0,0,0,0,
647,220.09507450702304,7.3903527,,,,,,,,,,,0,1716.4885,1819.935,2276.976,0,0,1337.4744,2350.8223,0,1589.6626,1404.9447,1885.2986,0,2220.3804,0,0,1273.2656,0,0,0,1764.9835,0,1171.198,1568.3704,1389.8746,0,0,1648.5613,1492.528,1448.4276,0,0,1356.0994,0,0,0,0,0,0,1379.9966,0,1221.6078,0,0,0,0,0,0,1258.5902,0,1162.2693,1339.1328,1878.6199,1803.035,0,1041.9668,1307.8978,1103.4768,0,
648,220.14654824526338,18.055626,,,,,,,,,,,2713.0388,2062.125,1491.0802,1857.1156,2252.594,2312.0127,1801.7904,2059.332,2078.2249,2083.158,2099.4993,2040.1348,3221.82,2175.2646,2216.3955,2149.5068,1811.6655,2006.02,1937.9369,1899.8751,2052.6777,2588.1062,2012.0372,1845.3755,1913.0746,2510.9937,1672.1997,2015.7488,1907.9462,1961.9165,3056.0793,2148.7239,1947.8529,1447.3317,1994.161,2570.8435,2268.8704,1629.7677,1810.5632,1952.1683,1949.113,1600.0469,2457.25,2347.3542,2253.8,2183.4387,2156.991,1744.104,1567.0308,2049.268,1376.2717,2032.442,1998.4196,1821.618,1884.9833,1715.2238,2196.6611,2193.8452,1944.9641,
649,221.06580549392157,5.8018856,,,,,,,,,,,0,0,3292.455,0,0,979.38617,1943.0234,0,0,0,1999.57,0,0,0,0,0,0,0,0,1219.622,0,0,936.34186,2028.9116,0,0,0,0,0,0,0,0,1870.5117,0,0,0,5784.521,0,1230.4515,1884.5765,0,5463.7188,782.18353,521.3387,8033.7437,2538.939,1869.3391,915.8723,1801.4878,2658.4028,0,8805.862,0,0,0,0,0,0,1846.5292,
650,221.0664421695525,7.7247148,,,,,,,,,,,6313.9497,8687.375,3359.633,0,6242.984,15487.644,9679.649,15475.316,5563.343,8895.795,9768.985,8375.935,7405.018,0,15055.38,0,6558.0063,0,4952.6855,7229.901,4108.1167,6635.2217,8671.097,5645.0605,7464.067,6677.1226,4707.7773,5383.7153,9079.11,9050.009,0,0,9502.018,8315.997,5470.606,6974.7256,7629.512,4321.1177,7103.5596,9729.782,7334.028,4698.494,2917.7236,6269.145,10466.063,4517.5845,9974.31,8616.97,9237.929,7969.486,7322.903,9850.345,7497.4673,4179.608,13011.468,10459.571,10014.717,10569.118,9768.888,
651,221.06675326106972,7.8794055,,,,,,,,,,,1501.4756,1010.2228,1120.0963,0,703.40955,1523.669,2645.939,1306.4431,2179.2917,2168.5603,2677.7063,2023.0044,1242.5176,0,1491.0007,0,1419.6876,0,1936.1713,2794.824,1467.3055,1709.1204,1190.7069,1729.9747,3313.5042,1835.0823,2156.607,1753.899,1296.2664,5660.732,0,0,2589.9585,3414.4111,2226.567,1483.0236,1325.1833,1270.3917,2695.1152,2534.0396,1788.114,0,1153.1469,743.3352,2226.235,765.42664,2639.87,1033.9089,2462.2183,2528.668,1943.8422,1404.5509,1623.0723,1608.9364,3827.2263,3905.6309,2612.9512,3867.4631,2523.0605,
652,221.0672842492647,8.2133665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747.6796,0,0,0,0,0,0,0,0,0,1078.8522,0,0,0,461.4187,
653,221.0790330391215,8.698908,,,,,,,,,,,764.85315,1204.8064,1073.2056,994.69055,0,488.34503,0,1577.4679,1010.6146,1076.3259,1084.9893,1241.5311,0,955.1932,0,538.3625,1161.3373,691.2989,0,0,1637.7246,0,844.2902,0,999.3496,0,662.62616,1237.6287,0,1318.615,0,722.49384,1151.4504,0,809.061,0,0,0,0,1120.4971,0,0,1209.7999,0,0,0,1155.1401,791.703,992.21027,0,0,0,1597.5314,1517.7849,0,0,1119.4788,0,0,
654,221.1178427691817,8.052201,,,,,,,,,,,0,571.944,1206.0138,0,0,724.1823,765.33765,0,0,0,773.94934,1304.203,1180.2654,0,725.94653,0,0,0,0,1426.5543,0,0,0,0,779.92255,0,0,0,0,0,0,0,803.40765,0,0,0,2372.292,0,1467.4008,750.89014,0,1725.8108,0,0,3850.1328,452.84204,822.5167,0,760.6273,1282.7689,0,4341.009,0,0,3175.8762,1029.7178,756.3276,0,827.1263,
655,221.11801476125015,11.483057,,,,,,,,,,,3185.7546,2630.7205,2404.242,3674.9822,2903.9355,2201.65,2286.1465,3272.2627,2409.87,2305.6965,1843.538,2141.5005,2582.0469,3966.0593,2416.2917,3878.5972,2208.9023,3348.8162,3075.2024,2024.9716,2099.9348,2698.867,2941.0823,2734.8528,1568.9875,2089.2844,1643.59,3016.5005,2298.6924,1370.1814,4010.947,3569.7905,2018.2327,1522.4279,2417.1184,2579.6077,2471.8113,1860.8601,1931.5836,2194.0107,2709.916,2162.7944,2708.1094,3236.8506,2485.519,2467.8518,2260.6738,2333.947,1758.4663,1970.0221,1989.5029,2637.9302,2447.9421,1784.5892,1286.8335,1354.4948,1895.9619,1951.7797,1907.1975,
656,221.15362307661565,18.053402,,,,,,,,,,,0,0,0,0,0,0,1389.0398,0,0,0,0,1998.884,2661.659,0,0,0,1032.0137,1289.4186,0,0,0,0,0,0,0,0,0,0,0,0,0,1238.5828,0,0,0,0,1671.8519,0,0,0,0,0,0,0,1274.5109,0,0,0,0,0,0,1454.7844,0,0,0,0,0,0,0,
657,221.15434907037152,13.407987,,,,,,,,,,,29665.31,28583.766,22862.57,23697.127,31760.314,31922.068,46405.81,29420.016,25177.24,35614.86,50255.52,35021.996,30745.17,31198.58,30904.523,41925.055,24214.932,34449.074,31566.213,30870.088,34523.152,36608.273,27248.443,26491.293,23279.469,22004.893,27553.729,33175.055,34189.535,35901.273,40987.55,38056.133,48797.99,21592.56,27038.088,35255.605,25512.367,19170.988,30035.83,48877.16,36775.047,19587.084,42745.184,33050.31,35953.164,39981.617,51638.855,24577.928,42152.285,40082.527,26480.2,35266.844,28328.96,28214.28,26516.658,35567.902,51562.363,32869.15,50776.84,
658,221.154420996932,18.58775,,,,,,,,,,,6814.092,5642.9746,4504.282,3784.934,6468.1196,5233.1914,6174.0293,6567.0684,7104.407,6296.0786,8196.1045,7000.2754,8152.1055,5781.523,4913.734,8851.448,6114.4907,2981.2659,6019.4937,4154.504,14652.906,5383.365,6363.8604,5645.0674,4192.5205,4583.398,3440.0718,5295.9653,4129.853,5616.8496,8059.9595,3503.1477,6133.749,3511.733,4605.6157,9189.053,5521.63,4871.429,4245.997,7020.6055,4246.972,3509.4807,10540.938,6734.9453,5711.0684,4913.418,9268.24,5215.189,4030.6814,8580.179,2864.1213,6896.711,9135.817,8311.834,4924.7534,5406.4,8328.501,6304.4243,8657.08,
659,222.11084626163776,7.7131,,,,,,,,,,,1909.2615,5250.1226,4809.18,5149.708,1606.8743,0,4616.504,6809.7827,4613.236,4910.633,4759.6406,5720.017,0,5309.2417,0,3825.466,4707.3813,2898.0688,3199.875,2719.402,5290.9326,1341.0338,3738.3755,4729.8667,4243.5635,0,2190.8503,4898.895,4405.256,4650.4385,0,2925.7744,4492.5044,3544.2017,3604.5225,1972.5361,3326.28,2887.994,2693.4434,4644.325,4149.837,3984.4067,3245.6384,1610.0707,3225.1821,3014.7244,4768.8076,3578.7217,4241.2295,3298.9368,3627.2134,4337.861,5437.4185,4951.2305,3338.3962,3451.6233,4899.017,4059.9282,4812.3804,
660,223.01970795332028,1.1193775,,,,,,,,,,,37863.617,37555.055,28053.244,37348.445,30310.027,36442.09,43738.066,31564.02,40588.68,38261.805,44684.945,32736.135,43100.918,33240.355,36710.38,31687.045,32162.01,25317.783,35802.668,34936.344,39575.0,40997.105,32417.795,38658.434,42002.3,39634.797,37029.625,41137.26,36040.055,36655.45,25350.617,26791.48,43841.074,42874.83,35445.918,39840.867,33570.25,40403.695,33684.883,43514.52,37407.465,28787.273,37847.188,31719.635,24801.13,33028.51,45512.527,32872.004,40299.902,40098.53,33863.7,20369.486,45640.207,40979.547,32739.48,37030.1,43906.074,44131.734,43342.312,
661,223.0267336491895,12.336,,,,,,,,,,,0,0,4848.2886,0,4016.4512,3795.458,5926.3213,0,0,0,0,0,3289.7017,0,0,0,3398.2073,0,0,0,0,0,0,0,0,3251.1858,4024.1143,0,0,0,0,0,6332.821,0,0,0,0,0,3996.3267,6721.936,0,0,0,4058.603,0,3765.176,7935.3306,0,5271.182,0,0,0,0,0,0,0,7552.047,0,7201.14,
662,223.04561752118911,1.2144697,,,,,,,,,,,8316.356,2790.8965,2997.1687,0,6854.499,5938.8193,12364.558,7114.032,9466.396,19322.902,13718.891,8025.5117,8385.664,0,8732.423,0,12258.758,0,8359.849,19041.328,0,17255.562,11799.094,10692.096,25592.123,6109.2427,14765.471,9007.29,7216.383,29175.396,0,0,13062.802,16041.477,7025.981,15716.435,20793.89,0,19280.594,0,17808.115,0,12778.505,4687.2246,0,4442.5894,14161.37,4810.353,11408.035,17516.002,7832.847,0,0,0,0,0,0,0,14078.1455,
663,223.04565285390572,1.3134,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13352.478,0,14886.05,0,0,38586.32,0,0,0,0,0,0,27496.723,0,0,33724.375,25627.436,14929.802,26947.854,0,
664,223.05824697365105,6.0434356,,,,,,,,,,,441.88147,926.8775,1132.6982,1123.431,0,0,923.95374,1309.2007,941.05145,0,833.556,1244.7653,0,0,0,630.43243,1054.82,420.87845,619.9358,447.48,1349.8754,0,588.2772,951.3646,914.82623,0,0,903.21716,890.2582,812.72394,0,448.7227,881.91187,526.27997,589.3328,0,578.1313,513.34204,469.3683,894.11096,784.1208,1073.9073,526.6834,0,560.6004,489.19846,935.1097,650.7529,860.8183,536.8345,720.80524,778.1616,999.69104,1207.9954,0,758.8216,906.3585,740.5915,847.9393,
665,223.13371083250487,12.579702,,,,,,,,,,,3821.0408,3804.7046,2609.287,4210.3716,3387.278,3911.9128,3770.6357,4000.8745,3998.6997,3972.0186,3863.3499,3875.8596,4250.1772,4601.192,3818.3845,4079.2861,2893.1465,3651.112,3707.2107,3415.729,3805.142,3682.901,3845.9675,3336.748,3687.5144,4028.6584,2804.3687,3571.5625,3670.55,3865.167,3950.837,3687.6611,3619.102,2638.8108,3608.6162,3974.8254,3975.315,2597.0818,3043.6892,3630.5408,3926.0027,2727.9692,4107.174,3733.43,3901.5576,3957.6028,4456.373,3263.2078,2831.5605,4075.6873,2521.2183,4169.4453,3982.0444,4225.816,3736.554,3276.984,3876.7822,3823.164,3805.642,
666,223.13386716488182,12.297549,,,,,,,,,,,0,0,0,0,810.3321,2128.1592,862.7074,1114.898,1111.133,544.45294,903.95026,482.717,0,0,1984.5851,0,0,0,0,1326.9713,889.0325,0,0,0,840.0591,602.355,729.10626,0,1187.5197,2724.4824,0,0,877.7353,0,518.27905,0,0,905.57,1425.7935,859.7206,1120.561,0,699.1598,939.26117,0,0,846.8093,0,785.9582,1730.0682,507.58307,0,646.4529,0,565.0336,463.79767,933.0084,534.6371,910.1376,
667,223.14382329660285,17.480375,,,,,,,,,,,0,1806.1731,2265.5237,1684.8988,0,0,1342.5282,2696.5454,1527.6945,1638.5582,1734.3315,3033.521,0,1643.8198,0,527.28986,2118.368,0,672.542,0,2731.1487,0,881.4723,1105.9459,1130.8346,0,0,1443.029,921.1591,1445.9827,0,0,1407.6511,741.70416,579.8865,0,788.16736,0,0,1441.3185,946.4695,2397.8308,792.1146,0,891.95886,0,1602.7097,751.2984,1225.0117,0,0,1777.063,1964.0134,2564.944,586.8349,1199.8153,1531.4177,1036.054,1561.7983,
668,224.12894185719753,7.0368066,,,,,,,,,,,1804.9354,9572.387,11176.532,10177.957,1355.2977,0,7689.4004,11750.355,7410.3486,8435.637,7877.125,13072.547,0,9977.131,0,5448.3574,9053.103,3198.2231,4260.851,3468.924,11805.191,1025.2926,4795.8267,7469.8213,7618.77,714.94073,2409.6667,8584.348,6109.1377,7979.2773,0,3405.9363,7500.8584,5341.948,4903.348,1879.6014,4233.896,4073.3381,3391.158,7757.1904,5983.5117,9872.893,4243.559,1454.852,4896.149,3710.8828,7981.0874,4696.381,7061.0786,4104.653,5015.16,8440.277,10984.453,11497.646,4678.937,6317.7607,7898.912,5891.1284,7656.278,
669,224.12898062185528,8.101049,,,,,,,,,,,623.7921,2434.4592,2364.8247,2342.593,471.71124,0,1877.2604,2272.1614,1969.4241,0,0,2374.503,0,2414.2866,0,0,1682.6218,0,1735.0065,1292.3004,2022.457,0,1593.2701,2570.7615,0,0,1112.3145,2510.6672,2012.5372,0,0,0,1850.5562,0,1671.6567,0,0,0,1239.8055,1930.3015,1619.0237,1795.4626,0,0,1728.1688,1291.3397,1761.5552,1585.48,1928.8077,1548.1936,2131.5696,0,0,0,0,0,1639.8383,0,1889.6107,
670,224.16528848676387,14.14738,,,,,,,,,,,4555.843,2819.989,4515.001,2487.6204,3905.5168,3062.9329,4330.228,2872.5579,3881.8657,3535.4895,3689.5757,2627.4072,3002.5525,1816.0205,3394.8066,2335.63,4756.4644,3287.953,3232.4219,4786.121,3827.2332,4418.0674,4471.04,3488.303,3166.1528,4131.6543,5497.2036,3494.7625,4391.888,3209.0437,1888.6976,3080.3782,4054.3115,4255.538,4577.257,2746.614,3954.7178,4750.0166,5065.162,3728.3489,3239.1782,4516.9316,2235.809,3456.9805,3863.3591,3096.013,3421.5386,4493.8647,5044.5083,3071.2878,5605.3735,2590.7947,2750.8235,4126.538,3074.0708,4359.7935,3487.444,3514.296,3444.8474,
671,224.99747003757065,10.2442,,,,,,,,,,,9403.922,0,0,0,0,0,0,10354.232,0,9349.049,0,0,0,0,0,0,8375.815,0,9352.607,9119.897,9177.043,0,8898.222,0,0,0,8409.787,9220.308,9144.772,0,0,0,0,0,10676.737,0,9180.479,0,0,0,11107.989,8978.474,0,0,9583.636,0,0,9413.935,0,10605.273,0,0,0,9284.113,0,8779.326,0,9253.775,0,
672,224.99748441024272,10.188699,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9699.135,10407.432,11208.84,0,0,11652.312,0,0,0,9696.977,0,9481.475,0,9761.063,0,0,0,9699.06,0,0,0,0,0,11603.56,0,0,0,9164.867,0,0,0,0,0,0,0,0,0,0,8504.958,0,11193.525,0,0,0,0,0,0,
673,224.9974930237757,9.790199,,,,,,,,,,,0,0,0,0,11258.918,0,0,0,0,0,0,0,0,0,0,10436.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10935.179,10126.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
674,225.05305903996853,8.138787,,,,,,,,,,,526.6285,1167.3461,1129.0345,1569.7181,0,0,0,1505.7559,1088.0027,1057.2462,0,1219.1494,0,1495.2043,0,987.9947,983.5947,779.4749,700.72723,0,1240.1003,0,831.32306,1125.6653,0,0,576.682,1230.3014,950.1573,823.1916,0,850.47723,0,0,796.1319,865.7745,0,0,0,0,823.39856,0,955.88367,0,0,727.341,922.0372,755.8538,0,0,0,0,1218.5934,1366.7438,0,0,0,0,0,
675,225.06400119091833,4.9923844,,,,,,,,,,,0,447.53745,549.0385,0,0,0,0,0,0,0,0,0,641.82245,0,0,0,837.3493,0,0,572.342,0,0,0,0,927.9458,0,0,459.30197,0,394.19568,0,0,0,537.7695,0,0,1094.8347,0,506.1463,0,609.3368,0,0,0,3266.197,755.17224,0,0,0,0,0,2995.458,0,0,0,1164.7642,997.04755,1181.1514,972.0409,
676,225.0641075789132,4.896996,,,,,,,,,,,0,0,0,0,0,0,952.6775,0,0,530.2291,1016.9786,1502.1238,0,0,0,0,0,0,0,0,0,0,536.7856,0,0,0,0,0,0,0,0,0,926.0743,0,0,0,0,0,0,976.28357,0,1363.222,0,0,0,0,968.7081,515.28235,911.0741,1425.7313,0,0,0,0,2373.6995,0,0,0,0,
677,225.11084401077102,12.848021,,,,,,,,,,,2206.6062,1306.6155,1562.3999,3228.9807,1458.7068,2354.849,2443.0872,1722.0137,2587.5078,1662.825,2584.407,1642.3342,2332.3677,3147.1975,2186.4065,3057.7554,1093.9813,2257.5208,2115.1106,1406.3672,1104.4971,1824.7675,1342.3969,2010.2466,2090.4521,1537.2257,1099.053,1722.6412,1648.6979,1727.7406,2407.566,2465.12,2395.5815,1116.4165,1905.2681,2755.5327,1578.4646,1599.7583,1339.7645,2515.0173,1884.6891,821.2101,2285.6572,1627.5807,1564.2352,2171.3916,3014.0762,1253.5419,2011.916,1840.3441,1540.2443,1293.0442,1726.9703,1910.9635,1571.9193,1109.0542,2682.3992,2248.032,2723.6243,
678,225.11326627574286,8.592478,,,,,,,,,,,626.0571,1300.0177,866.04034,0,929.0256,2428.5286,1069.28,1147.1489,777.6788,0,1083.7131,791.3715,1022.13306,0,2383.9849,0,694.8796,0,457.58685,711.09143,1844.6824,0,1342.688,0,598.2556,0,763.416,883.83057,1014.5638,1041.7671,0,0,1058.9246,0,0,1114.9226,0,1617.8152,801.38574,1143.5613,606.27734,703.97217,2105.601,888.55695,0,464.06754,1065.4905,1273.1001,1027.2086,962.02844,581.5693,933.36456,1646.7892,1256.9801,0,809.2215,1058.0465,0,0,
679,225.11311940708438,8.252958,,,,,,,,,,,2504.8445,3076.9744,3090.9104,1888.8826,2766.1328,2425.8608,3670.952,5238.0527,3040.3076,3373.1565,3818.326,3558.5566,1866.7212,1726.5922,2504.2832,879.5194,3989.7197,764.3339,1843.8378,2702.525,5863.6895,2803.6274,2416.021,3306.9739,2954.54,1416.7842,2179.9624,3725.026,4421.0938,3373.4758,0,0,3720.0073,1644.8861,2468.5063,1969.4309,1427.1221,4092.74,2732.657,3683.3005,3201.6538,3065.4238,3914.5723,2708.039,1950.5944,1432.0029,3718.4438,2292.4739,3378.139,1922.6753,3133.1267,2494.7957,5117.259,5719.3984,1605.2494,2348.021,3848.4153,1987.8817,3869.6416,
680,225.11314971267495,9.537985,,,,,,,,,,,4391.426,4604.2886,3861.5586,1938.701,4412.554,6154.955,7260.7837,7783.2915,4333.2593,5704.4224,7682.662,5038.345,3203.2708,0,5892.75,470.98306,5951.5845,0,3305.7488,5955.8145,8926.392,5011.3433,4969.521,5123.5713,6779.05,4669.6045,3746.3943,6039.4585,6931.7676,8643.382,0,0,7280.1787,5891.2144,4998.75,2502.2537,5097.707,7446.9434,5630.946,7696.4697,6323.39,3687.6343,6367.868,4550.64,7026.1055,3398.563,7554.0146,4723.4263,6778.3223,4038.688,5844.0034,6373.0234,9972.624,8901.449,8468.394,8771.698,7776.2803,8345.067,7548.9727,
681,225.11350810917247,8.068171,,,,,,,,,,,0,0,0,0,1222.7167,1545.8319,2350.9011,2201.2878,1901.8545,0,2451.8894,0,4686.0444,0,0,0,0,0,0,2046.4243,6214.7324,2142.7476,1556.7416,1682.7589,0,0,1750.1133,0,0,0,0,0,2579.852,0,0,6863.405,0,4709.337,2037.1365,2575.7913,0,0,7659.7993,0,0,0,2538.037,1485.7998,2314.2935,0,1536.7467,0,4418.743,4194.61,0,0,2700.014,0,2601.2556,
682,225.14893867821235,11.814023,,,,,,,,,,,3704.4807,0,0,0,0,0,2724.9524,446.92786,3098.2761,3467.7935,3200.683,799.97284,3229.8127,0,0,888.9282,2855.9473,0,3591.517,2771.9229,3056.1643,2890.638,3006.7283,3409.481,482.5812,2966.7847,2539.4873,3669.4492,3459.9597,0,0,0,2794.014,0,2736.308,3138.8003,3579.648,1595.5989,2662.9114,3097.7693,426.20538,2554.4812,814.1148,0,3190.453,0,3079.008,2999.6353,2533.339,932.17,2589.7517,0,0,3815.255,0,3664.84,3180.4028,2994.8447,3229.993,
683,225.14877456674935,11.3885765,,,,,,,,,,,0,0,0,0,0,2198.9006,0,0,0,0,0,0,1028.4764,0,2078.1912,0,0,0,0,654.9426,1535.8247,0,0,0,0,0,0,0,0,0,0,0,533.9951,0,0,510.5625,0,1110.4514,626.2399,0,0,0,1579.7776,0,0,0,0,0,561.8817,0,405.73593,0,1678.7823,1487.9098,0,0,621.4172,0,591.0271,
684,225.14910559745857,10.157433,,,,,,,,,,,1655.0156,2014.1805,1647.3524,1268.204,1298.762,1065.3198,2715.974,1674.431,1737.8717,1658.9056,2948.3772,1737.9995,1424.5459,1384.4237,1011.50916,1972.1282,1656.5087,1154.041,1777.3073,1594.6115,1810.6305,1958.3179,1518.0583,1766.5824,1313.0073,1498.0609,1768.445,2034.4484,1770.189,1602.1053,1047.784,1149.429,2880.598,2275.9849,1626.7274,1621.9274,1702.9617,1366.0715,1638.9316,2848.7397,1273.9742,1584.6915,0,1272.4294,1390.3047,1329.481,3033.167,1509.7078,2546.8875,2509.47,1846.2937,1827.8469,1707.6837,1869.3373,1507.5801,2602.7822,2942.4045,1482.0789,2910.9475,
685,225.16064347169188,5.8132296,,,,,,,,,,,4281.877,0,0,0,0,0,2371.591,1325.504,0,5932.2007,2397.0852,1444.8802,1899.2614,0,0,0,3023.4214,0,0,1952.892,0,2460.26,2292.4453,0,0,5476.694,3367.554,2810.5693,1640.577,0,0,0,2386.9043,0,3686.4243,2999.8442,2809.1755,0,1950.5187,0,0,0,0,0,1558.6185,0,2376.025,2002.7616,2212.851,0,1890.7986,0,0,2479.711,0,0,2355.2834,0,2323.6113,
686,225.17648407440322,9.066768,,,,,,,,,,,17786.787,17595.98,13664.085,18902.225,17762.408,18430.162,22126.168,17501.598,17449.63,18118.893,23075.924,17326.807,19074.42,18693.08,17752.986,20120.408,16256.243,17272.793,18988.846,16849.693,17332.178,17580.08,17756.836,19063.516,16127.208,18605.633,16591.754,18561.768,18669.24,16155.025,19374.154,18369.729,22206.625,14659.045,17850.887,19015.926,17244.494,15734.779,16445.307,22769.697,17816.47,15898.911,18107.543,17780.041,16665.996,18713.666,22993.074,17128.84,20537.754,18351.852,16304.277,17730.58,17144.195,16505.2,15612.332,14501.138,23120.834,16401.086,23225.291,
687,226.10813156881648,6.3991055,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352.5531,0,0,0,0,0,0,0,0,0,0,0,0,967.0668,1403.4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
688,226.10826798611055,6.621515,,,,,,,,,,,2614.4058,11769.478,7250.0693,10515.271,2261.4504,0,10006.362,9135.435,9358.284,12619.646,10467.641,9915.993,0,10141.356,0,8528.958,2636.9526,2661.372,7753.1255,6887.8945,5911.4023,1939.087,7478.777,14393.762,12307.805,1352.8762,5554.0977,13443.991,13087.093,11220.571,0,2736.5608,10274.402,3939.4172,10996.147,4298.9097,8218.486,8632.942,6815.9355,10372.676,8839.908,4218.4033,6587.4204,2401.7114,8869.584,5637.749,10729.771,6709.2266,9339.208,9748.213,11767.06,10328.008,8825.576,9693.136,10028.899,10395.691,10390.334,8191.875,10385.967,
689,226.10828328071895,6.328003,,,,,,,,,,,0,1729.015,1242.1067,1992.3165,0,0,2404.583,1112.1603,1409.9655,2759.086,2318.4912,3383.7397,0,2447.3936,0,4060.4753,1595.3761,0,2246.5317,1739.4131,1074.6847,0,0,3826.8965,2487.382,0,1417.8036,2070.3716,2650.6536,1122.4191,0,0,2493.6245,478.937,2473.206,1314.4391,2383.6116,1508.7344,1756.7175,2396.5232,1647.5731,3247.166,1118.3362,0,1555.6809,1072.6635,2292.1204,707.24554,2358.8362,2624.7947,2955.795,1207.6598,803.0285,1038.8754,1575.4165,1480.1127,2339.4846,1493.9084,2391.7686,
690,226.1446733800516,12.253393,,,,,,,,,,,0,0,0,0,0,961.6811,1316.274,0,943.5826,3655.8916,1412.0737,0,0,0,936.72375,0,0,0,0,1524.1307,2328.8489,1049.4971,0,0,3326.2202,0,951.19354,0,1722.445,4995.989,0,0,1353.7977,1176.2001,0,0,0,2563.4143,1537.4419,1412.568,1248.0706,0,1582.2484,0,0,0,1453.9417,769.7711,1218.6584,0,0,0,2187.101,2635.7302,0,0,1471.1906,0,1417.9874,
